repo_name, access
TE-BI-Continuous-Integration-Framework/model-registry, admin
TE-BI-Continuous-Integration-Framework/PowerDoc-AngularApp, admin
TE-BI-Continuous-Integration-Framework/PowerDoc-Legacy, admin
TE-BI-Continuous-Integration-Framework/PowerDoc-SearchUI-Legacy, admin
TE-BI-Continuous-Integration-Framework/sandbox, admin
