repo_name, access
ITE-WorkdayCorpDirIntegration/TroubleShootingTools, admin
ITE-WorkdayCorpDirIntegration/WhoSWhoAdapter, admin
ITE-WorkdayCorpDirIntegration/WorkdayAdapter, admin
