repo_name, access
DevOps/GitHub-Services-BackEnd, admin
DevOps/GitHub-Services-FrontEnd, admin
DevOps/Jenkins_Sanity_Test, admin
DevOps/Jira-Import-Script, admin
DevOps/tfs2Git, admin
