repo_name, access
TE-BI-CI-SandBox/CIProjectDemo, admin
TE-BI-CI-SandBox/Lib, admin
TE-BI-CI-SandBox/NuGet.Logger.NET20, admin
TE-BI-CI-SandBox/OTPPLogger, admin
