repo_name, access
TF-InvestmentsPortal-EMC/AggregationService-Views, admin
TF-InvestmentsPortal-EMC/EMC-TFS, admin
TF-InvestmentsPortal-EMC/EMC-Widgets-EMC_v5, admin
